program,rewrite_id,dataset,variant,run,total_runtime_ms,total_runtime_s,peak_rss_kb
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,10,0.369,0.000369,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,11,0.786,0.000786,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,12,0.364,0.000364,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,13,0.405,0.000405,4736
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,14,0.34,0.00034,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,15,0.332,0.000332,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,16,0.328,0.000328,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,17,0.331,0.000331,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,18,0.323,0.000323,4736
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,19,0.37,0.00037,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,2,0.366,0.000366,4736
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,20,0.369,0.000369,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,21,0.388,0.000388,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,22,0.312,0.000312,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,23,0.361,0.000361,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,24,0.824,0.000824,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,25,0.366,0.000366,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,26,0.374,0.000374,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,27,0.36,0.00036,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,28,0.385,0.000385,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,29,0.353,0.000353,4736
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,3,0.486,0.000486,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,30,0.346,0.000346,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,4,0.419,0.000419,4736
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,5,1.009,0.001009,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,6,0.424,0.000424,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,7,0.364,0.000364,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,8,0.346,0.000346,4608
6_laatste_optimalisaties,6,50nodes_0p02density,noopt,9,0.541,0.000541,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,1,0.525,0.000525,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,10,0.377,0.000377,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,11,0.349,0.000349,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,12,0.35,0.00035,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,13,0.327,0.000327,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,14,0.363,0.000363,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,15,0.357,0.000357,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,16,0.491,0.000491,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,17,0.396,0.000396,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,18,0.333,0.000333,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,19,0.342,0.000342,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,2,0.338,0.000338,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,20,0.332,0.000332,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,21,0.76,0.00076,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,22,0.811,0.000811,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,23,0.349,0.000349,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,24,0.702,0.000702,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,25,0.754,0.000754,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,26,0.769,0.000769,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,27,0.464,0.000464,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,28,0.375,0.000375,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,29,0.402,0.000402,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,3,0.311,0.000311,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,30,0.778,0.000778,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,4,0.361,0.000361,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,5,0.531,0.000531,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,6,0.402,0.000402,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,7,0.766,0.000766,4736
6_laatste_optimalisaties,6,50nodes_0p02density,std,8,0.357,0.000357,4608
6_laatste_optimalisaties,6,50nodes_0p02density,std,9,0.37,0.00037,4736
7_original_unfolded,7,5000nodes_0p02density,noopt,1,2546.092,2.546092,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,10,2559.504,2.559504,61824
7_original_unfolded,7,5000nodes_0p02density,noopt,11,2533.117,2.533117,61696
7_original_unfolded,7,5000nodes_0p02density,noopt,12,2610.777,2.610777,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,13,2581.295,2.581295,61696
7_original_unfolded,7,5000nodes_0p02density,noopt,14,2560.178,2.560178,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,15,2574.2,2.5742,61824
7_original_unfolded,7,5000nodes_0p02density,noopt,16,2583.131,2.583131,61824
7_original_unfolded,7,5000nodes_0p02density,noopt,17,2554.49,2.55449,62208
7_original_unfolded,7,5000nodes_0p02density,noopt,18,2587.214,2.587214,62208
7_original_unfolded,7,5000nodes_0p02density,noopt,19,2558.538,2.558538,62208
7_original_unfolded,7,5000nodes_0p02density,noopt,2,2555.865,2.555865,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,20,2558.154,2.558154,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,21,2641.143,2.641143,61440
7_original_unfolded,7,5000nodes_0p02density,noopt,22,2591.098,2.591098,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,23,2522.623,2.522623,62208
7_original_unfolded,7,5000nodes_0p02density,noopt,24,2554.411,2.554411,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,25,2531.828,2.531828,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,26,2526.903,2.526903,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,27,2521.436,2.521436,61824
7_original_unfolded,7,5000nodes_0p02density,noopt,28,2557.54,2.55754,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,29,2552.26,2.55226,61696
7_original_unfolded,7,5000nodes_0p02density,noopt,3,2574.205,2.574205,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,30,2563.352,2.563352,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,4,2557.691,2.557691,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,5,2574.25,2.57425,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,6,2564.231,2.564231,61824
7_original_unfolded,7,5000nodes_0p02density,noopt,7,2517.059,2.517059,61952
7_original_unfolded,7,5000nodes_0p02density,noopt,8,2539.933,2.539933,62080
7_original_unfolded,7,5000nodes_0p02density,noopt,9,2610.43,2.61043,61696
7_original_unfolded,7,5000nodes_0p02density,std,1,2565.722,2.565722,61952
7_original_unfolded,7,5000nodes_0p02density,std,10,2585.27,2.58527,62080
7_original_unfolded,7,5000nodes_0p02density,std,11,2521.597,2.521597,62208
7_original_unfolded,7,5000nodes_0p02density,std,12,2559.99,2.55999,61824
7_original_unfolded,7,5000nodes_0p02density,std,13,2577.314,2.577314,62080
7_original_unfolded,7,5000nodes_0p02density,std,14,2576.253,2.576253,61696
7_original_unfolded,7,5000nodes_0p02density,std,15,2599.863,2.599863,61824
7_original_unfolded,7,5000nodes_0p02density,std,16,2540.66,2.54066,62080
7_original_unfolded,7,5000nodes_0p02density,std,17,2524.016,2.524016,62080
7_original_unfolded,7,5000nodes_0p02density,std,18,2537.487,2.537487,62080
7_original_unfolded,7,5000nodes_0p02density,std,19,2532.647,2.532647,62080
7_original_unfolded,7,5000nodes_0p02density,std,2,2671.34,2.67134,61824
7_original_unfolded,7,5000nodes_0p02density,std,20,2552.925,2.552925,61952
7_original_unfolded,7,5000nodes_0p02density,std,21,2549.723,2.549723,61952
7_original_unfolded,7,5000nodes_0p02density,std,22,2631.155,2.631155,61696
7_original_unfolded,7,5000nodes_0p02density,std,23,2552.468,2.552468,61952
7_original_unfolded,7,5000nodes_0p02density,std,24,2574.203,2.574203,62208
7_original_unfolded,7,5000nodes_0p02density,std,25,2578.164,2.578164,61824
7_original_unfolded,7,5000nodes_0p02density,std,26,2569.454,2.569454,61952
7_original_unfolded,7,5000nodes_0p02density,std,27,2654.278,2.654278,61824
7_original_unfolded,7,5000nodes_0p02density,std,28,2610.602,2.610602,61824
7_original_unfolded,7,5000nodes_0p02density,std,29,2598.138,2.598138,62080
7_original_unfolded,7,5000nodes_0p02density,std,3,2639.793,2.639793,61568
7_original_unfolded,7,5000nodes_0p02density,std,30,2544.08,2.54408,61952
7_original_unfolded,7,5000nodes_0p02density,std,4,2544.265,2.544265,61952
7_original_unfolded,7,5000nodes_0p02density,std,5,2549.393,2.549393,62208
7_original_unfolded,7,5000nodes_0p02density,std,6,2523.279,2.523279,62080
7_original_unfolded,7,5000nodes_0p02density,std,7,2536.065,2.536065,61952
7_original_unfolded,7,5000nodes_0p02density,std,8,2555.827,2.555827,61952
7_original_unfolded,7,5000nodes_0p02density,std,9,2548.258,2.548258,61824
7_original_unfolded,7,5000nodes_0p1density,noopt,1,9753.271,9.753271,330112
7_original_unfolded,7,5000nodes_0p1density,noopt,10,9912.121,9.912121,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,11,9729.781,9.729781,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,12,9673.629,9.673629,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,13,9882.396,9.882396,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,14,9683.359,9.683359,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,15,9776.055,9.776055,330112
7_original_unfolded,7,5000nodes_0p1density,noopt,16,9712.104,9.712104,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,17,9668.687,9.668687,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,18,9816.579,9.816579,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,19,9705.264,9.705264,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,2,9698.878,9.698878,330112
7_original_unfolded,7,5000nodes_0p1density,noopt,20,9873.711,9.873711,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,21,9872.183,9.872183,330112
7_original_unfolded,7,5000nodes_0p1density,noopt,22,9774.541,9.774541,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,23,9764.982,9.764982,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,24,9750.928,9.750928,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,25,10044.265,10.044265,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,26,9733.818,9.733818,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,27,9779.575,9.779575,330496
7_original_unfolded,7,5000nodes_0p1density,noopt,28,9687.738,9.687738,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,29,9763.702,9.763702,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,3,9685.23,9.68523,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,30,9766.428,9.766428,330624
7_original_unfolded,7,5000nodes_0p1density,noopt,4,9806.683,9.806683,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,5,9886.344,9.886344,330240
7_original_unfolded,7,5000nodes_0p1density,noopt,6,9674.17,9.67417,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,7,9818.66,9.81866,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,8,9947.264,9.947264,330368
7_original_unfolded,7,5000nodes_0p1density,noopt,9,9847.479,9.847479,330368
7_original_unfolded,7,5000nodes_0p1density,std,1,9709.103,9.709103,330112
7_original_unfolded,7,5000nodes_0p1density,std,10,9732.602,9.732602,330240
7_original_unfolded,7,5000nodes_0p1density,std,11,9760.987,9.760987,330368
7_original_unfolded,7,5000nodes_0p1density,std,12,9845.919,9.845919,330240
7_original_unfolded,7,5000nodes_0p1density,std,13,9811.997,9.811997,330496
7_original_unfolded,7,5000nodes_0p1density,std,14,9777.974,9.777974,330112
7_original_unfolded,7,5000nodes_0p1density,std,15,9596.841,9.596841,330112
7_original_unfolded,7,5000nodes_0p1density,std,16,9627.176,9.627176,330368
7_original_unfolded,7,5000nodes_0p1density,std,17,9761.085,9.761085,330112
7_original_unfolded,7,5000nodes_0p1density,std,18,9755.948,9.755948,330368
7_original_unfolded,7,5000nodes_0p1density,std,19,9761.291,9.761291,330368
7_original_unfolded,7,5000nodes_0p1density,std,2,9797.869,9.797869,330368
7_original_unfolded,7,5000nodes_0p1density,std,20,9837.993,9.837993,330112
7_original_unfolded,7,5000nodes_0p1density,std,21,9653.393,9.653393,330112
7_original_unfolded,7,5000nodes_0p1density,std,22,9722.539,9.722539,330368
7_original_unfolded,7,5000nodes_0p1density,std,23,9694.236,9.694236,330368
7_original_unfolded,7,5000nodes_0p1density,std,24,9768.805,9.768805,330240
7_original_unfolded,7,5000nodes_0p1density,std,25,9679.949,9.679949,330368
7_original_unfolded,7,5000nodes_0p1density,std,26,9736.437,9.736437,330240
7_original_unfolded,7,5000nodes_0p1density,std,27,9876.046,9.876046,330112
7_original_unfolded,7,5000nodes_0p1density,std,28,9805.819,9.805819,330240
7_original_unfolded,7,5000nodes_0p1density,std,29,9721.274,9.721274,330240
7_original_unfolded,7,5000nodes_0p1density,std,3,9622.434,9.622434,330240
7_original_unfolded,7,5000nodes_0p1density,std,30,9740.143,9.740143,330240
7_original_unfolded,7,5000nodes_0p1density,std,4,9736.364,9.736364,329984
7_original_unfolded,7,5000nodes_0p1density,std,5,9735.548,9.735548,330368
7_original_unfolded,7,5000nodes_0p1density,std,6,9791.89,9.79189,330496
7_original_unfolded,7,5000nodes_0p1density,std,7,9741.688,9.741688,330112
7_original_unfolded,7,5000nodes_0p1density,std,8,9727.997,9.727997,330240
7_original_unfolded,7,5000nodes_0p1density,std,9,9888.452,9.888452,330112
7_original_unfolded,7,5000nodes_0p2density,noopt,1,19501.519,19.501519,669440
7_original_unfolded,7,5000nodes_0p2density,noopt,10,19219.521,19.219521,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,11,18973.098,18.973098,669568
7_original_unfolded,7,5000nodes_0p2density,noopt,12,19244.835,19.244835,669056
7_original_unfolded,7,5000nodes_0p2density,noopt,13,19345.526,19.345526,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,14,19356.635,19.356635,669184
7_original_unfolded,7,5000nodes_0p2density,noopt,15,19183.249,19.183249,669696
7_original_unfolded,7,5000nodes_0p2density,noopt,16,19180.346,19.180346,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,17,19385.84,19.38584,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,18,19392.706,19.392706,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,19,19616.861,19.616861,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,2,19457.721,19.457721,669184
7_original_unfolded,7,5000nodes_0p2density,noopt,20,19395.395,19.395395,669184
7_original_unfolded,7,5000nodes_0p2density,noopt,21,19274.116,19.274116,669696
7_original_unfolded,7,5000nodes_0p2density,noopt,22,19455.993,19.455993,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,23,19339.611,19.339611,669184
7_original_unfolded,7,5000nodes_0p2density,noopt,24,19441.833,19.441833,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,25,19368.515,19.368515,668928
7_original_unfolded,7,5000nodes_0p2density,noopt,26,19421.417,19.421417,669440
7_original_unfolded,7,5000nodes_0p2density,noopt,27,19394.768,19.394768,669440
7_original_unfolded,7,5000nodes_0p2density,noopt,28,19501.854,19.501854,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,29,19239.22,19.23922,669440
7_original_unfolded,7,5000nodes_0p2density,noopt,3,19437.08,19.43708,668928
7_original_unfolded,7,5000nodes_0p2density,noopt,30,19523.088,19.523088,668928
7_original_unfolded,7,5000nodes_0p2density,noopt,4,19357.495,19.357495,669184
7_original_unfolded,7,5000nodes_0p2density,noopt,5,19428.056,19.428056,669312
7_original_unfolded,7,5000nodes_0p2density,noopt,6,19356.579,19.356579,669056
7_original_unfolded,7,5000nodes_0p2density,noopt,7,19343.961,19.343961,669056
7_original_unfolded,7,5000nodes_0p2density,noopt,8,19597.357,19.597357,669056
7_original_unfolded,7,5000nodes_0p2density,noopt,9,19343.762,19.343762,669440
7_original_unfolded,7,5000nodes_0p2density,std,1,19328.792,19.328792,669312
7_original_unfolded,7,5000nodes_0p2density,std,10,19362.331,19.362331,669056
7_original_unfolded,7,5000nodes_0p2density,std,11,19462.079,19.462079,669312
7_original_unfolded,7,5000nodes_0p2density,std,12,19506.505,19.506505,669440
7_original_unfolded,7,5000nodes_0p2density,std,13,19550.019,19.550019,669056
7_original_unfolded,7,5000nodes_0p2density,std,14,19334.024,19.334024,669440
7_original_unfolded,7,5000nodes_0p2density,std,15,19240.085,19.240085,669312
7_original_unfolded,7,5000nodes_0p2density,std,16,19252.941,19.252941,669312
7_original_unfolded,7,5000nodes_0p2density,std,17,19366.698,19.366698,669184
7_original_unfolded,7,5000nodes_0p2density,std,18,19277.204,19.277204,669440
7_original_unfolded,7,5000nodes_0p2density,std,19,19590.067,19.590067,669056
7_original_unfolded,7,5000nodes_0p2density,std,2,19647.407,19.647407,669312
7_original_unfolded,7,5000nodes_0p2density,std,20,19423.953,19.423953,669440
7_original_unfolded,7,5000nodes_0p2density,std,21,19288.939,19.288939,669184
7_original_unfolded,7,5000nodes_0p2density,std,22,19196.318,19.196318,669312
7_original_unfolded,7,5000nodes_0p2density,std,23,19401.313,19.401313,669568
7_original_unfolded,7,5000nodes_0p2density,std,24,19405.291,19.405291,668928
7_original_unfolded,7,5000nodes_0p2density,std,25,19390.992,19.390992,669312
7_original_unfolded,7,5000nodes_0p2density,std,26,19494.805,19.494805,669568
7_original_unfolded,7,5000nodes_0p2density,std,27,19331.089,19.331089,669056
7_original_unfolded,7,5000nodes_0p2density,std,28,19360.242,19.360242,668928
7_original_unfolded,7,5000nodes_0p2density,std,29,19303.716,19.303716,669568
7_original_unfolded,7,5000nodes_0p2density,std,3,19165.271,19.165271,669312
7_original_unfolded,7,5000nodes_0p2density,std,30,19186.14,19.18614,669312
7_original_unfolded,7,5000nodes_0p2density,std,4,19498.419,19.498419,669184
7_original_unfolded,7,5000nodes_0p2density,std,5,19765.954,19.765954,669312
7_original_unfolded,7,5000nodes_0p2density,std,6,19362.008,19.362008,669440
7_original_unfolded,7,5000nodes_0p2density,std,7,19433.294,19.433294,669184
7_original_unfolded,7,5000nodes_0p2density,std,8,19109.948,19.109948,669056
7_original_unfolded,7,5000nodes_0p2density,std,9,19262.697,19.262697,669568
7_original_unfolded,7,50nodes_0p02density,noopt,1,0.4,0.0004,4608
7_original_unfolded,7,50nodes_0p02density,noopt,10,0.845,0.000845,4736
7_original_unfolded,7,50nodes_0p02density,noopt,11,0.353,0.000353,4608
7_original_unfolded,7,50nodes_0p02density,noopt,12,0.416,0.000416,4608
7_original_unfolded,7,50nodes_0p02density,noopt,13,0.34,0.00034,4736
7_original_unfolded,7,50nodes_0p02density,noopt,14,0.366,0.000366,4736
7_original_unfolded,7,50nodes_0p02density,noopt,15,0.368,0.000368,4736
7_original_unfolded,7,50nodes_0p02density,noopt,16,0.403,0.000403,4736
7_original_unfolded,7,50nodes_0p02density,noopt,17,0.358,0.000358,4608
7_original_unfolded,7,50nodes_0p02density,noopt,18,0.34,0.00034,4608
7_original_unfolded,7,50nodes_0p02density,noopt,19,0.322,0.000322,4736
7_original_unfolded,7,50nodes_0p02density,noopt,2,0.39,0.00039,4736
7_original_unfolded,7,50nodes_0p02density,noopt,20,0.796,0.000796,4608
7_original_unfolded,7,50nodes_0p02density,noopt,21,0.378,0.000378,4736
7_original_unfolded,7,50nodes_0p02density,noopt,22,0.366,0.000366,4608
7_original_unfolded,7,50nodes_0p02density,noopt,23,0.71,0.00071,4608
7_original_unfolded,7,50nodes_0p02density,noopt,24,0.529,0.000529,4736
7_original_unfolded,7,50nodes_0p02density,noopt,25,0.359,0.000359,4608
7_original_unfolded,7,50nodes_0p02density,noopt,26,0.733,0.000733,4608
7_original_unfolded,7,50nodes_0p02density,noopt,27,0.937,0.000937,4736
7_original_unfolded,7,50nodes_0p02density,noopt,28,0.4,0.0004,4736
7_original_unfolded,7,50nodes_0p02density,noopt,29,0.361,0.000361,4608
7_original_unfolded,7,50nodes_0p02density,noopt,3,0.39,0.00039,4736
7_original_unfolded,7,50nodes_0p02density,noopt,30,0.366,0.000366,4736
7_original_unfolded,7,50nodes_0p02density,noopt,4,0.526,0.000526,4736
7_original_unfolded,7,50nodes_0p02density,noopt,5,0.435,0.000435,4608
7_original_unfolded,7,50nodes_0p02density,noopt,6,0.404,0.000404,4608
7_original_unfolded,7,50nodes_0p02density,noopt,7,0.353,0.000353,4736
7_original_unfolded,7,50nodes_0p02density,noopt,8,0.337,0.000337,4736
7_original_unfolded,7,50nodes_0p02density,noopt,9,0.383,0.000383,4608
7_original_unfolded,7,50nodes_0p02density,std,1,0.329,0.000329,4608
7_original_unfolded,7,50nodes_0p02density,std,10,0.726,0.000726,4736
7_original_unfolded,7,50nodes_0p02density,std,11,0.35,0.00035,4608
7_original_unfolded,7,50nodes_0p02density,std,12,0.339,0.000339,4736
7_original_unfolded,7,50nodes_0p02density,std,13,0.389,0.000389,4608
7_original_unfolded,7,50nodes_0p02density,std,14,0.376,0.000376,4608
7_original_unfolded,7,50nodes_0p02density,std,15,0.366,0.000366,4608
7_original_unfolded,7,50nodes_0p02density,std,16,0.459,0.000459,4736
7_original_unfolded,7,50nodes_0p02density,std,17,0.327,0.000327,4736
7_original_unfolded,7,50nodes_0p02density,std,18,0.331,0.000331,4608
7_original_unfolded,7,50nodes_0p02density,std,19,0.382,0.000382,4608
7_original_unfolded,7,50nodes_0p02density,std,2,0.834,0.000834,4608
7_original_unfolded,7,50nodes_0p02density,std,20,0.346,0.000346,4736
7_original_unfolded,7,50nodes_0p02density,std,21,0.367,0.000367,4736
7_original_unfolded,7,50nodes_0p02density,std,22,0.397,0.000397,4736
7_original_unfolded,7,50nodes_0p02density,std,23,0.734,0.000734,4736
7_original_unfolded,7,50nodes_0p02density,std,24,0.342,0.000342,4736
7_original_unfolded,7,50nodes_0p02density,std,25,0.365,0.000365,4608
7_original_unfolded,7,50nodes_0p02density,std,26,0.73,0.00073,4608
7_original_unfolded,7,50nodes_0p02density,std,27,0.366,0.000366,4736
7_original_unfolded,7,50nodes_0p02density,std,28,0.769,0.000769,4608
7_original_unfolded,7,50nodes_0p02density,std,29,0.437,0.000437,4736
7_original_unfolded,7,50nodes_0p02density,std,3,0.359,0.000359,4608
7_original_unfolded,7,50nodes_0p02density,std,30,0.4,0.0004,4608
7_original_unfolded,7,50nodes_0p02density,std,4,0.428,0.000428,4736
7_original_unfolded,7,50nodes_0p02density,std,5,0.319,0.000319,4736
7_original_unfolded,7,50nodes_0p02density,std,6,0.341,0.000341,4608
7_original_unfolded,7,50nodes_0p02density,std,7,0.352,0.000352,4736
7_original_unfolded,7,50nodes_0p02density,std,8,0.322,0.000322,4736
7_original_unfolded,7,50nodes_0p02density,std,9,0.395,0.000395,4736
